"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","gov_trust","pol_orientation","interest_politics","interest_news","frequency_news","source_printed_newspaper","source_online_newspaper","source_printed_magazines","source_online_magazine","source_radio","source_television","source_alternative","source_wpp","source_family","source_social_media","source_podcasts","source_none","reason_source","trust_newspaper","trust_magazine","trust_radio","trust_television","trust_websites","trust_blogs","trust_social_media","format_preference","same_ideology_news","oposite_ideology_news","trust_traditional_press","P19","frequency_fake_news","P21","reaction_fake_news","resp_population","resp_gov","resp_politicians","resp_press","resp_social_media","severity_fake_news","impact_newspaper","impact_magazines","impact_radio","impact_television","impact_cinema","impact_websites","impact_blogs","impact_social_media","impact2_facebook","impact2_youtube","impact2_instagram","impact2_twitter","impact2_tiktok","impact2_wpp","fake_news_source","fact_checking","trust_agencies","share_news","pand1_fakenews_facebook","pand1_fakenews_youtube","pand1_fakenews_instagram","pand1_fakenews_twitter","pand1_fakenews_tiktok","pand1_fakenews_wpp","pand2_worse_perception_media","pand3_trust_vaccine","pand3_seek_science","pand3_preventive_treat","pand3_masks","pand4_source_info","pand5_increased_interest_science","vote1_trust_ballot","vote2_eletronic_best_option","vote3_worried_hacker","vote3_worried_politics","vote3_worried_transparency","vote3_worried_tech","vote3_worried_tse","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion","evaluation","approval","shared_fake_news_19","race_adj","sex_men","region_North","region_Northeast","region_Center-West","region_Southeast","region_South","religion_Catholic","religion_Evangelicals","religion_Other religion","religion_No religion","age_60_16-24 age","age_60_25-34 age","age_60_35-44 age","age_60_45-59 age","age_60_60 or more","evaluation_Excellent/Good","evaluation_Regular","evaluation_Bad/Terrible","evaluation_Unsure","P21_No","P21_Unsure","P21_Yes","reaction_fake_news_I didn't send a warning, but I also didn't share the same information anymore","reaction_fake_news_I just sent a message warning that the information was not true","reaction_fake_news_I kept sharing the information","reaction_fake_news_I sent a message warning that the information was not true along with the correct information","reaction_fake_news_Unsure","reaction_fake_news_NA","capital_metrop","approves_gov","pol_orientation_right","pol_orientation_center","pol_orientation_left","pol_orientation_none","race_is_white","education_high","income_low","class_ab","class_c","class_de","has_religion"
"186",28859206,"CE","FORTALEZA","Northeast","Capital","Men",32,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"Easy to read content",0,0,0,0,1,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"Government, politicians, or political parties in my country",1,0,0,0,1,0,0,0,1,0,0,1,0,0,"WHO/Anvisa",1,1,1,0,0,0,0,1,"High School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","No religion","Excellent/Good","Approves",0,"Black",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"187",28859058,"MA","LAGO DA PEDRA","Northeast","Countryside","Men",33,"25-34 age","Good","Approves",1,"I never had a political orientation",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"Ease of access",1,0,1,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"People in general",1,1,0,1,1,0,0,1,1,0,1,1,0,0,"Doctors and Healthcare professionals",1,1,1,0,0,0,0,0,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",0,"Black",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,1,0,1,0,1
"188",28843040,"PE","SaO JOSe DO BELMONTE","Northeast","Countryside","Men",30,"25-34 age","Good","Approves",1,"Right/Center-Right",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"Ease of access",0,0,0,0,0,0,0,"Indifferent",0,"Ignores",1,"Yes",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,"Government, politicians, or political parties in my country",1,1,1,0,0,0,0,0,0,0,0,0,0,0,"WHO/Anvisa",1,1,1,0,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",1,"Black",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"189",28843155,"PE","SERRA TALHADA","Northeast","Countryside","Men",31,"25-34 age","Terrible","Strongly disapproves",0,"I never had a political orientation",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Ease of access",0,0,0,0,0,0,0,"Indifferent",0,"Ignores",0,"No",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,"People in general",0,0,0,1,1,1,0,1,1,0,0,0,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"Middle School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"190",28843287,"PE","SERRA TALHADA","Northeast","Countryside","Men",26,"25-34 age","Terrible","Strongly disapproves",0,"Unsure",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"Trusted content",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Ignores",0,"Yes",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Friends and family",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Social media",1,1,1,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",1,"Black",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,1,0,1
"191",28845201,"PE","GLoRIA DO GOITa","Northeast","Countryside","Men",28,"25-34 age","Terrible","Strongly disapproves",0,"I no longer have a defined political orientation",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Convenience",0,0,0,0,0,0,0,"Indifferent",0,"Ignores",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"People in general",0,0,0,1,0,1,0,1,1,0,0,0,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"White",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,0,1,0,1
"192",28858844,"PE","SERRA TALHADA","Northeast","Countryside","Men",31,"25-34 age","Terrible","Strongly disapproves",0,"I never had a political orientation",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"Ease of access",1,0,0,0,0,0,0,"Shorter and concise news videos and texts",1,"Read/watch until the end",0,"No",1,"No",NA,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,"People in general",0,0,0,1,0,0,0,0,1,0,0,1,0,0,"State/Municipal government",1,1,1,0,1,1,0,1,"No education","White","No defined religion / I have my own spirituality","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","No education","1 to 3 MWs","C","No religion","Bad/Terrible","Disapproves",0,"White",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,1,0,0
"193",28858874,"PE","SERRA TALHADA","Northeast","Countryside","Men",26,"25-34 age","Terrible","Strongly disapproves",0,"Unsure",0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"Ease of access",1,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,"Friends and family",0,0,0,1,1,1,1,1,1,1,0,1,0,0,"Academia/Scientists",1,1,1,1,1,1,1,1,"Elementary School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","Elementary School","1 to 3 MWs","C","No religion","Bad/Terrible","Disapproves",0,"Black",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"194",28858938,"PE","GLoRIA DO GOITa","Northeast","Countryside","Men",28,"25-34 age","Terrible","Strongly disapproves",0,"I no longer have a defined political orientation",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"Ease of access",0,0,0,0,0,0,1,"Shorter and concise news videos and texts",0,"Ignores",1,"No",1,"Unsure",NA,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"People in general",1,1,0,1,1,1,1,0,1,1,0,1,0,0,"WHO/Anvisa",1,1,1,0,1,0,0,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"195",28843114,"PI","PIRIPIRI","Northeast","Countryside","Men",33,"25-34 age","Terrible","Strongly disapproves",0,"I never had a political orientation",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"Ease of access",1,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"Government, politicians, or political parties in my country",1,0,0,1,1,1,1,1,1,1,0,1,0,0,"Academia/Scientists",1,1,1,1,1,1,1,1,"Higher Education","Black/Pardo","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Higher Education","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves",0,"Black",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,1,0,1
"196",28843050,"MG","BELO HORIZONTE","Southeast","Capital","Men",33,"25-34 age","Good","Approves",1,"Center",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"Ease of access",1,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Ignores",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Journalists or the press",0,0,0,0,0,0,0,0,1,1,1,0,1,1,"Federal government",1,0,0,1,1,1,1,1,"High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,1,1,1,0,1,0,1
"197",28858849,"MG","BELO HORIZONTE","Southeast","Capital","Men",33,"25-34 age","Good","Approves",1,"Center",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Trusted content",0,0,0,0,0,0,0,"It depends on the content of the news videos and texts",0,"Read/watch until the end",1,"No",0,"No",NA,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,"I am not worried about it",0,1,0,0,0,0,0,0,0,1,0,1,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,0,"Middle School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,1,0,1,0,1,0,1
"198",28859083,"MG","TEoFILO OTONI","Southeast","Countryside","Men",25,"25-34 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"None at all",0,0,0,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",0,"No",NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Government, politicians, or political parties in my country",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Friends and family",0,0,0,0,0,0,0,0,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,1,0,1
"199",28859103,"MG","CONTAGEM","Southeast","Metropolitan region","Men",30,"25-34 age","Regular","Approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"Ease of access",1,1,0,1,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"Yes",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Government, politicians, or political parties in my country",1,1,0,0,0,0,0,0,1,1,0,1,0,0,"Doctors and Healthcare professionals",1,1,1,1,1,1,1,1,"High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals","Regular","Approves",1,"White",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
"200",28843034,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",34,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"Ease of access",0,0,0,0,0,0,1,"Shorter and concise news videos and texts",0,"Comments",0,"Yes",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,"Activists or groups of activists",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doctors and Healthcare professionals",1,0,0,1,1,1,1,1,"Middle School","Black/Pardo","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",1,"Black",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"201",28845395,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",25,"25-34 age","Regular","Neither approves nor disapproves",0,"Center",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,"Ease of access",0,0,0,0,0,0,1,"Shorter and concise news videos and texts",0,"Unsure",0,"Yes",1,"No",NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,"Government, politicians, or political parties in my country",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Academia/Scientists",1,0,0,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves",1,"Black",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,1,1,0,1,0,1
"202",28845416,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",32,"25-34 age","Terrible","Disapproves",0,"I no longer have a defined political orientation",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"Trusted content",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",1,"Read/watch until the end",0,"No",1,"Unsure",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"People in general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Academia/Scientists",1,0,1,1,1,1,1,1,"Middle School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves",0,"White",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,0,1,0,1
"203",28845536,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",32,"25-34 age","Regular","Neither approves nor disapproves",0,"Center",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Easy to read content",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",1,"Ignores",0,"Yes",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Government, politicians, or political parties in my country",0,0,1,1,0,0,0,0,1,1,0,0,0,0,"State/Municipal government",1,0,0,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves",1,"Black",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,1,1,0,1,0,1
"204",28856776,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",30,"25-34 age","Good","Approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"Easy to read content",0,0,0,0,0,0,0,"It depends on the content of the news videos and texts",1,"Ignores",0,"No",1,"No",NA,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"People in general",0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Federal government",1,0,0,1,1,1,1,0,"High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,0,1
"205",28858803,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",31,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Ease of access",1,0,1,0,0,0,0,"Indifferent",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,"Journalists or the press",0,0,0,1,0,0,0,1,0,1,0,0,0,0,"State/Municipal government",1,1,1,0,0,1,1,1,"Middle School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"206",28859188,"RJ","NITERoI","Southeast","Metropolitan region","Men",30,"25-34 age","Good","Approves",1,"Right/Center-Right",1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"Trusted content",0,0,0,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Activists or groups of activists",1,0,0,1,1,1,0,0,1,1,0,0,0,0,"Academia/Scientists",1,0,1,1,1,1,1,1,"Middle School","Black/Pardo","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",0,"Black",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,0,1,0,1
"207",28859926,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",31,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,"Easy to read content",0,0,0,0,1,0,0,"Shorter and concise news videos and texts",0,"Unsure",1,"No",0,"No",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,"People in general",0,1,0,0,0,0,0,0,0,1,1,1,1,0,"Federal government",0,0,0,1,1,1,1,1,"Middle School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"208",28858405,"RJ","RIO DE JANEIRO","Southeast","Capital","Men",25,"25-34 age","Regular","Disapproves",0,"I no longer have a defined political orientation",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"Trusted content",1,1,1,0,0,0,0,"Shorter and concise news videos and texts",1,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Journalists or the press",1,1,0,1,0,1,0,0,1,0,1,1,0,0,"WHO/Anvisa",1,1,1,0,0,0,0,0,"High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Evangelicals","Regular","Disapproves",0,"White",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,1,0,1,0,1
"209",28830296,"SP","GUARULHOS","Southeast","Metropolitan region","Men",27,"25-34 age","Terrible","Disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"Free access or low price",0,0,1,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",1,1,0,1,1,0,1,0,1,1,0,1,0,0,"Doctors and Healthcare professionals",1,1,0,0,0,0,0,0,"High School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","No religion","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,1,0,0
"210",28843158,"SP","BOITUVA","Southeast","Countryside","Men",26,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"Trusted content",0,0,1,1,1,0,1,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"Yes","I sent a message warning that the information was not true along with the correct information",1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,"Government, politicians, or political parties from other countries (international)",0,0,0,1,1,1,0,0,1,1,1,1,0,0,"Doctors and Healthcare professionals",1,0,0,1,1,1,1,0,"High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Excellent/Good","Approves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
"211",28859814,"SP","SaO PAULO","Southeast","Capital","Men",26,"25-34 age","Regular","Disapproves",0,"Center",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"Easy to read content",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Ignores",0,"No",1,"No",NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Government, politicians, or political parties in my country",0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Federal government",1,0,0,1,1,1,1,0,"Middle School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","Elementary School","1 to 3 MWs","C","Catholic","Regular","Disapproves",0,"White",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,0,1,0,1,0,1
"212",28859976,"SP","SANTOS","Southeast","Countryside","Men",32,"25-34 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,"Ease of access",1,0,0,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",1,"No",0,"No",NA,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,"Friends and family",1,1,0,1,0,1,0,0,1,0,0,1,0,1,"Academia/Scientists",1,0,0,1,1,1,1,0,"Middle School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,0,1,0,1
"213",28859073,"SP","ARAcATUBA","Southeast","Countryside","Men",28,"25-34 age","Terrible","Strongly disapproves",0,"I never had a political orientation",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"Convenience",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,"Government, politicians, or political parties in my country",0,0,0,1,1,1,1,1,1,1,0,0,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,1,0,1
"214",28859657,"SP","BOITUVA","Southeast","Countryside","Men",26,"25-34 age","Excellent","Strongly approves",1,"Right/Center-Right",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ease of access",0,0,0,0,0,0,0,"It depends on the content of the news videos and texts",0,"Ignores",1,"No",0,"Unsure",NA,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"Friends and family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Press",0,0,0,1,1,1,1,1,"Middle School","Black/Pardo","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","16-29 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",0,"Black",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,0,1,0,1
