idEntrevista,ESTADO,CIDADE,REGIAO,TIPO,SEXO,IDADE1,IDADE,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_99,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P11_1,P11_2,P11_3,P11_4,P11_5,P11_6,P11_7,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12A,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P14,P15,P16,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P18,P19,P20,P21,P22,P23_1,P23_2,P23_3,P23_4,P23_5,P24,P25_1,P25_2,P25_3,P25_4,P25_5,P25_6,P25_7,P25_8,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P27,P28,P29,P30,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P31_7,P31_8,P31_9,P31_10,P31_11,P31_12,P31_13,P32_1,P32_2,P32_3,P32_4,P32_5,P32_6,P33,P34_1,P34_2,P34_3,P34_4,P35,P36,P37,P38,P39_1,P39_2,P39_3,P39_4,P39_5,P40_1,P40_2,ESCOLAE,PF6,PF7,RENDAF,CLASSE,IDAT,ESCT,RENT,CLAST,RELT
28858713,SP,SaO PAULO,Sudeste,Capital,Mulheres,21,16 a 24 anos,Regular,Desaprovo,Pouca,Centro,Nao muito interessado,Muito interessado,Uma vez por dia, , , , , , ,Sites alternativos de noticias, ,"Por amigos, familiares ou conhecidos", , , ,Conteudo confiavel,Youtube,WhatsApp, , , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Nao confio nada,Confio pouco,Confio muito,Nao confio nada,Confio pouco,Confio pouco,Confio muito,Videos ou textos de noticias mais curtos,Nao sei,Nao sabe, , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao sei,as vezes,Nao, ,Nenhuma responsabilidade,Pouca responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, pouco",Mais ou menos impactado,Pouco impactado,Nao e impactado,Muito impactado,Nao e impactado,Nao e impactado,Pouco impactado,Nao e impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Pouco impactado,Cientistas,Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,Nao compartilha, ,Poder Judiciario, ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", ,Universidades / cientistas, , , , , , , ,Nao,Nao,Nao,Nao,Nao,Nao,"Sim, para melhor",Concordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Confio pouco,Tanto faz,Nada preocupado,Pouco preocupado,Muito preocupado,Pouco preocupado,Pouco preocupado,Garantia de que nao ha interferencia interna (dentro do Brasil),Certificacao de que meu voto foi computado,Fundamental completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Fundamental,De 1 a 3 SMs,C,Catolicos
28858795,SP,EMBU,Sudeste,RM,Mulheres,18,16 a 24 anos,Regular,Desaprovo,Pouca,Esquerda/ Centro-Esquerda,Algumas vezes tenho interesse,Muito interessado,Uma vez por dia, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Facilidade de acesso,Facebook,Youtube,WhatsApp, , , , , , , , , , ,Nenhum desses,Celular,SmartTV, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Nao confio nada,Nao confio nada,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Sim,Frequentemente,Sim,"Nao avisei, porem nao compartilhei mais a mesma informacao",Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Nao e impactado,Nao e impactado,Nao e impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, poucas vezes",Sim,"Sim, sempre", ,Poder Judiciario, , , , , , ,Igreja, , ,ONGs, ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Confio muito,Urna eletrônica,Nada preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Agilidade na contagem de votos,Garantia de que nao ha interferencia externa (de outros paises),Medio completo,Parda,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Catolicos
28858805,SP,SaO CAETANO DO SUL,Sudeste,RM,Mulheres,18,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Algumas vezes tenho interesse,Muito interessado,Uma vez por dia, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Facilidade de acesso,WhatsApp,Instagram, , , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular, , , , , , ,Celular,Confio muito,Nao confio nada,Nao confio nada,Confio pouco,Confio pouco,Nao utiliza,Nao utiliza,Indiferente/Tanto faz,Noticias de diferentes pontos de vista,Ignora/Nem le, , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,as vezes,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Nao e impactado,Mais ou menos impactado,Nao sei,Mais ou menos impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Mais ou menos impactado,Mais ou menos impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais",Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,Nao compartilha,Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", ,Universidades / cientistas, , , , , , , ,Nao,Nao,Nao,Nao,Nao,Sim,"Sim, para pior",Concordo,Discordo,Concordo,Concordo,Governo Federal,Aumentou um pouco,Nao confio,Tanto faz,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Certificacao de que meu voto foi computado,Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Catolicos
28858995,SP,DIADEMA,Sudeste,RM,Mulheres,23,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Ja tive posicao politica e hoje nao tenho mais,Nao muito interessado,Extremamente interessado,Mais de uma vez por dia, , , , , ,Televisao,Sites alternativos de noticias, , , , , ,Facilidade de acesso,Instagram,WhatsApp, , , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Confio muito,Confio pouco,Confio muito,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , , ,Nenhuma das alternativas anteriores,Nao confia,Nao,Frequentemente,Sim,"Nao avisei, porem nao compartilhei mais a mesma informacao",Pouca responsabilidade,Muita responsabilidade,Pouca responsabilidade,Pouca responsabilidade,Pouca responsabilidade,"Sim, mais ou menos",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Pouco impactado,Muito impactado,Muito impactado,Pessoas em geral,"Sim, poucas vezes",Sim,"Sim, muitas vezes", , ,Poder Legislativo, , ,Universidades / cientistas, , , , ,Ordem dos advogados – OAB, , ,Sim,Sim,Sim,Sim,Nao,Sim,"Sim, para melhor",Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Certificacao de que meu voto foi computado,Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28859007,SP,CAPELA DO ALTO,Sudeste,Interior,Mulheres,21,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Centro,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Uma vez por semana, , , , , , , ,WhatsApp ou telefone, , , , ,Facilidade de acesso,Instagram,WhatsApp, , , , , , , , , , , ,Nenhum desses,Celular,SmartTV, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , ,Eu compartilho a noticia jornalistica com conhecidos, , , , ,"Sim, mais ou menos",Nao,Raramente,Nao, ,Nenhuma responsabilidade,Nao sei,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Pouco impactado,Pouco impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Muito impactado,Pessoas em geral,Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,"Sim, poucas vezes",Governo, , , ,Policia, , , ,Igreja, , , , ,Sim,Nao,Sim,Nao,Nao,Sim,Nao alterou em nada,Concordo,Discordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou um pouco,Confio pouco,Tanto faz,Pouco preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Garantia de que nao ha interferencia externa (de outros paises),Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28859009,SP,FERRAZ DE VASCONCELOS,Sudeste,RM,Mulheres,24,16 a 24 anos,Ruim,Desaprovo totalmente,Nao sabe,Nunca tive posicao politica,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , ,Televisao, ,WhatsApp ou telefone, , , , ,Conteudo confiavel,Facebook,Youtube,WhatsApp, , , , , , , , , , ,Nenhum desses,Celular,SmartTV, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,Ignora/Nem le, , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Sim,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Alguma responsabilidade,Muita responsabilidade,Alguma responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Muito impactado,Pessoas em geral,"Sim, poucas vezes",Nao,"Sim, poucas vezes", , , , , ,Universidades / cientistas, , , , , , , ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,Redes sociais,Aumentou um pouco,Confio muito,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Certificacao de que meu voto foi computado,Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28859411,PR,COLOMBO,Sul,RM,Mulheres,23,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Extremamente interessado,Algumas vezes tenho interesse,Menos que uma vez por semana, , , , , , ,Sites alternativos de noticias, , ,Pelas redes sociais, , ,Conteudo confiavel,WhatsApp,Facebook,Twiter,TikTok, , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Nao confio nada,Nao confio nada,Nao confio nada,Nao confio nada,Confio pouco,Nao confio nada,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)",Eu comento a noticia jornalistica nas redes sociais ou site,Eu escrevo sobre a noticia jornalistica ou sobre o assunto, , , , , ,Nao confia,Nao,as vezes,Nao sei, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, muitas vezes",Nao,"Sim, poucas vezes", ,Poder Judiciario, , , , , , ,Igreja,Imprensa, , , ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,Universidades / cientistas,Aumentou um pouco,Confio pouco,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Praticidade/simplicidade para votar,Medio completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Catolicos
28858431,PR,CURITIBA,Sul,Capital,Mulheres,18,16 a 24 anos,Regular,Desaprovo,Pouca,Esquerda/ Centro-Esquerda,Nao muito interessado,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , ,Televisao, , , , , , ,Conforto,WhatsApp,Facebook, , , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Nao confio nada,Confio muito,Depende do conteudo dos videos ou textos de noticias,Noticias de diferentes pontos de vista,Ignora/Nem le, ,Eu comento a noticia jornalistica nas redes sociais ou site, , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Sim,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Nao e impactado,Pouco impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Nao e impactado,Muito impactado,Pessoas em geral,Nao/Nenhuma,Nao,Nao compartilha, , , , , ,Universidades / cientistas, , , , , ,ONGs, ,Sim,Nao,Sim,Nao,Nao,Sim,"Sim, para melhor",Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Praticidade/simplicidade para votar,Medio completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Catolicos
28859047,RS,CAcAPAVA DO SUL,Sul,Interior,Mulheres,21,16 a 24 anos,Ruim,Desaprovo,Pouca,Esquerda/ Centro-Esquerda,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , , , , ,"Por amigos, familiares ou conhecidos",Pelas redes sociais, , ,Conforto,Youtube,WhatsApp, , , , , , , ,TV/Canal por assinatura/ Streaming, ,Canal no YouTube, , ,LapTop/notebook,Celular, , , , , ,LapTop/notebook,Confio pouco,Nao utiliza,Confio muito,Confio pouco,Confio pouco,Nao confio nada,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,Ignora/Nem le, , , , , , , ,Nenhuma das alternativas anteriores,Nao confia,Nao,Frequentemente,Nao, ,Nao sei,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Nao sei,Nao sei,Nao sei,Nao e impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, poucas vezes",Nao sei,Nao compartilha, , , , , ,Universidades / cientistas, , , , , , , ,Sim,Nao,Sim,Nao,Nao,Sim,"Sim, para pior",Discordo,Concordo,Discordo,Concordo,Medicos e profissionais da saude,Aumentou muito,Confio pouco,Urna eletrônica,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Certificacao de que meu voto foi computado,Garantia de que nao ha interferencia interna (dentro do Brasil),4a Serie Fundamental,Branca,Nenhuma,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Fundamental,De 1 a 3 SMs,C,Sem religiao
28856705,SC,MARAVILHA,Sul,Interior,Mulheres,18,16 a 24 anos,Regular,Desaprovo totalmente,Nao sabe,Nunca tive posicao politica,Nao muito interessado,Algumas vezes tenho interesse,Uma vez por semana, , , , ,Radio,Televisao, , , , , , ,Facilidade de acesso,Instagram,Facebook,Youtube, , , , , , , , ,Canal no YouTube, , ,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Confio pouco,Confio pouco,Confio muito,Confio muito,Confio pouco,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , , , , , , ,"Sim, pouco",Nao,as vezes,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Muito impactado,Pessoas em geral,"Sim, poucas vezes",Sim,Nao compartilha, , , , , ,Universidades / cientistas, ,Industria e/ou agronegocio, , , , , ,Sim,Nao,Sim,Nao,Nao,Nao,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou muito,Confio pouco,Urna eletrônica,Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Certificacao de que meu voto foi computado,Medio completo,Parda,Ateu,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Sem religiao
28859825,GO,ANaPOLIS,Centro-Oeste,Interior,Mulheres,23,16 a 24 anos,Bom,Aprovo totalmente,Muita,Nunca tive posicao politica,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Uma vez por semana, , , , , ,Televisao, ,WhatsApp ou telefone, ,Pelas redes sociais, , ,Gratuidade ou preco baixo,Facebook,Instagram,WhatsApp,TikTok,Youtube, , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio muito,Confio muito,Confio muito,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,Ignora/Nem le, , , ,Eu compartilho a noticia jornalistica com conhecidos, , , , ,"Sim, pouco",Nao,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Alguma responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,Nao e impactado,Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Nao sei,Pessoas em geral,"Sim, sempre",Sim,Nao compartilha, ,Poder Judiciario, , , , , , , , ,Ordem dos advogados – OAB, , ,Sim,Sim,Sim,Sim,Sim,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,Governo Federal,Aumentou muito,Confio pouco,Urna eletrônica,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Praticidade/simplicidade para votar,Fundamental completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Fundamental,De 1 a 3 SMs,C,Catolicos
28859885,MT,NOSSA SENHORA DO LIVRAMENTO,Centro-Oeste,RM,Mulheres,19,16 a 24 anos,Nao sabe,Desaprovo totalmente,Nao sabe,Nunca tive posicao politica,Nao tenho interesse,Nao tenho interesse,Nao consumo noticias, , , , , ,Televisao, , , , , , ,Conforto,WhatsApp,Facebook,Instagram, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,LapTop/notebook,SmartTV, , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, pouco",Nao,Frequentemente,Nao, ,Muita responsabilidade,Pouca responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pessoas em geral,"Sim, muitas vezes",Nao,Nao compartilha, , , , , , , , ,Igreja, ,Ordem dos advogados – OAB,ONGs, ,Sim,Nao,Sim,Nao,Nao,Sim,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Confio muito,Urna eletrônica,Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Praticidade/simplicidade para votar,Agilidade na contagem de votos,Medio completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,16 a 29 anos,Medio,De 1 a 3 SMs,C,Catolicos
28858302,AM,MANAUS,Norte,Capital,Mulheres,23,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Nunca tive posicao politica,Nao tenho interesse,Muito interessado,Uma vez por dia, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Conteudo confiavel,Instagram,WhatsApp,Facebook, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,PC/desktop, , , , , ,Celular,Confio muito,Confio muito,Confio muito,Confio muito,Confio pouco,Confio pouco,Confio muito,Depende do conteudo dos videos ou textos de noticias,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,Ignora/Nem le, , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Muita responsabilidade,Pouca responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Nao e impactado,Nao e impactado,Nao e impactado,Nao e impactado,Nao e impactado,Nao e impactado,Nao e impactado,Nao e impactado,Pouco impactado,Muito impactado,Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Jornalistas ou empresas jornalisticas,Nao/Nenhuma,Sim,"Sim, poucas vezes", ,Poder Judiciario, ,"Forcas Armadas (Exercito, Marinha, Aeronautica)",Policia, , , , , , , , ,Nao sei,Nao sei,Sim,Nao sei,Nao sei,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Certificacao de que meu voto foi computado,4a Serie Fundamental,Branca,Protestante/Evangelica,Nao sabe,NS/NR,16 a 29 anos,Fundamental,Nao informou,NS/NR,Evangelicos
28856747,PA,SANTAReM,Norte,Interior,Mulheres,18,16 a 24 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Muito interessado,Muito interessado,Uma vez por dia, , , , , , ,Sites alternativos de noticias, , , ,Podcasts, ,Conforto,Instagram,TikTok,Youtube,Twiter, , , ,Publicacao digital,Publicacao impressa, , , , , ,Celular,PC/desktop, , , , , ,Celular,Confio muito,Confio muito,Confio pouco,Confio pouco,Confio pouco,Nao confio nada,Confio pouco,Depende do conteudo dos videos ou textos de noticias,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,"Le, assiste ate o fim", ,Eu comento a noticia jornalistica nas redes sociais ou site, ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Nao,Frequentemente,Sim,Enviei uma mensagem apenas avisando que a informacao nao era verdadeira,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,Pouca responsabilidade,Pouca responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Mais ou menos impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, muitas vezes",Sim,Nao compartilha, , , , , ,Universidades / cientistas, , , ,Imprensa, , , ,Nao,Nao,Sim,Sim,Sim,Sim,"Sim, para pior",Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Muito preocupado,Pouco preocupado,Nada preocupado,Pouco preocupado,Certificacao de que meu voto foi computado,Garantia de que nao ha interferencia interna (dentro do Brasil),Medio completo,Branca,Nenhuma,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,16 a 29 anos,Medio,De 3  a 6 SMs,A/B,Sem religiao
