raw.date,day,month,year,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,QuestType,SampleType,SampleSize,SampleMode,Question,Institute,SurveyName,Source,Notes
29-31.jul.00,31,jul,2000,Brazil,Cardoso,19,44,36,34,2,Ot-Bom,,,,,Vox,,Rodrigues,
ago.00,,aug,2000,Brazil,Cardoso,20,39,41,36,5,Ot-Bom,,,,,Ibope,,Rodrigues,
ago.2000,,aug,2000,Brazil,Cardoso,18.8,39.3,41.9,39.1,2.8,Ot-Bom,,,,,Sensus,,CNT PDF Report,
03-08.set.00,8,sep,2000,Brazil,Cardoso,18.8,39.3,41.9,39.1,2.8,Ot-Bom,,,,,Sensus,,Rodrigues,
set.2000,,sep,2000,Brazil,Cardoso,23.4,38,38.6,35.8,2.8,Ot-Bom,,,,,Sensus,,CNT PDF Report,
01-05.out.00,5,oct,2000,Brazil,Cardoso,23.4,38,38.6,35.8,2.8,Ot-Bom,,,,,Sensus,,Rodrigues,
09-10.out.00,10,oct,2000,Brazil,Cardoso,23,37,40,38,2,Ot-Bom,,,,,Datafolha,,Datafolha,
out.2000,,oct,2000,Brazil,Cardoso,19.2,35.7,45.1,41.7,3.4,Ot-Bom,,,,,Sensus,,CNT PDF Report,
04-08.nov.00,8,nov,2000,Brazil,Cardoso,19.1,35.7,45.2,41.7,3.5,Ot-Bom,,,,,Sensus,,Rodrigues,
12-15.dez.00,15,dec,2000,Brazil,Cardoso,24,35,41,39,2,Ot-Bom,,,,,Datafolha,,Datafolha,
dez.00,,dec,2000,Brazil,Cardoso,25,34,42,39,3,Ot-Bom,,,,,Ibope,,Rodrigues,
10-15.dez.00,15,dec,2000,Brazil,Cardoso,23,38,39,34.5,4.5,Ot-Bom,,,,,Sensus,,Rodrigues,
14-19.jan.01,19,jan,2001,Brazil,Cardoso,25.4,30.6,44,40.4,3.6,Ot-Bom,,,,,Sensus,,Rodrigues,
11-16.fev.01,16,feb,2001,Brazil,Cardoso,26.2,29.5,44.3,39.8,4.5,Ot-Bom,,,,,Sensus,,Rodrigues,
mar.01,,mar,2001,Brazil,Cardoso,26,31,43,38,5,Ot-Bom,,,,,Ibope,,Rodrigues,
21.mar.01,21,mar,2001,Brazil,Cardoso,26,30,43,42,1,Ot-Bom,,,,,Datafolha,,Datafolha,
17-22.mar.01,22,mar,2001,Brazil,Cardoso,33.3,26.6,40.1,36.7,3.4,Ot-Bom,,,,,Sensus,,Rodrigues,
13-19.abr.01,19,apr,2001,Brazil,Cardoso,29.7,27.9,42.4,38.9,3.5,Ot-Bom,,,,,Sensus,,Rodrigues,
18-24.mai.01,24,may,2001,Brazil,Cardoso,22.1,37.1,40.8,36.2,4.6,Ot-Bom,,,,,Sensus,,Rodrigues,
14-18.jun.01,18,jun,2001,Brazil,Cardoso,19,45,37,33,4,Ot-Bom,,,,,Ibope,,Rodrigues,
15-21.jun.01,21,jun,2001,Brazil,Cardoso,17.7,44.5,37.8,35.1,2.7,Ot-Bom,,,,,Sensus,,Rodrigues,
25-28.jun.01,28,jun,2001,Brazil,Cardoso,19,42,39,38,1,Ot-Bom,,,,,Datafolha,,Datafolha,
20-26.jul.01,26,jul,2001,Brazil,Cardoso,19.8,43.6,36.6,33.5,3.1,Ot-Bom,,,,,Sensus,,Rodrigues,
14-20.ago.01,20,aug,2001,Brazil,Cardoso,21.7,39.4,38.9,36.1,2.8,Ot-Bom,,,,,Sensus,,Rodrigues,
17-23.ago.01,23,aug,2001,Brazil,Cardoso,21.7,40,38.3,35.3,3,Ot-Bom,,,,,Sensus,,Rodrigues,
13-17.set.01,17,sep,2001,Brazil,Cardoso,22,36,43,41,2,Ot-Bom,,,,,Ibope,,Rodrigues,
18.set.01,18,sep,2001,Brazil,Cardoso,22,36,42,40,2,Ot-Bom,,,,,Datafolha,,Datafolha,
23-31.out.01,31,oct,2001,Brazil,Cardoso,22,36.4,41.6,38.9,2.7,Ot-Bom,,,,,Sensus,,Rodrigues,
09-21.nov.01,21,nov,2001,Brazil,Cardoso,24,36,40,38,2,Ot-Bom,,,,,Datafolha,,Datafolha,
06-11.dez.01,11,dec,2001,Brazil,Cardoso,22.9,35.2,41.9,38,3.9,Ot-Bom,,,,,Sensus,,Rodrigues,
12-14.dez.01,14,dec,2001,Brazil,Cardoso,24,35,42,40,2,Ot-Bom,,,,,Datafolha,,Datafolha,
29.nov-30.dez.01,30,dec,2001,Brazil,Cardoso,21,37,42,40,2,Ot-Bom,,,,,Ibope,,Rodrigues,
17-24.jan.02,24,jan,2002,Brazil,Cardoso,26.7,30.5,42.8,38.9,3.9,Ot-Bom,,,,,Sensus,,Rodrigues,
20-21.fev.02,21,feb,2002,Brazil,Cardoso,31,29,40,38,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
14-21.fev.02,21,feb,2002,Brazil,Cardoso,27.4,28.8,43.8,39.8,4,Ot-Bom,,,,,Sensus,,Rodrigues,
12.mar.02,12,mar,2002,Brazil,Cardoso,29,28,44,41,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
12-16.mar.02,16,mar,2002,Brazil,Cardoso,29,29,43,41,2,Ot-Bom,,,,,Ibope,,Rodrigues,
14-18.mar.02,18,mar,2002,Brazil,Cardoso,28,31,41,39,2,Ot-Bom,,,,,Ibope,,Rodrigues,
15-21.mar.02,21,mar,2002,Brazil,Cardoso,28.1,29.1,42.8,38.7,4.1,Ot-Bom,,,,,Sensus,,Rodrigues,
09.abr.02,9,apr,2002,Brazil,Cardoso,28,29,43,41,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
21-25.abr.02,25,apr,2002,Brazil,Cardoso,25.6,32.6,41.8,32.6,9.2,Ot-Bom,,,,,Sensus,,Rodrigues,
14.mai.02,14,may,2002,Brazil,Cardoso,27,29,44,41,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
19-23.mai.02,23,may,2002,Brazil,Cardoso,28.2,29.5,42.3,37.9,4.4,Ot-Bom,,,,,Sensus,,Rodrigues,
07.jun.02,7,jun,2002,Brazil,Cardoso,31,28,42,40,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
16-20.jun.02,20,jun,2002,Brazil,Cardoso,29.8,26,44.2,39.8,4.4,Ot-Bom,,,,,Sensus,,Rodrigues,
4-5.jul.02,5,jul,2002,Brazil,Cardoso,31,26,42,40,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
jul.2002,,jul,2002,Brazil,Cardoso,26.7,27.2,46.1,43.4,2.7,Ot-Bom,,,,,Sensus,,CNT PDF Report,
21-23.jul.02,23,jul,2002,Brazil,Cardoso,26,30,45,43,2,Ot-Bom,,,,,Ibope,,Rodrigues,
ago.2002,,aug,2002,Brazil,Cardoso,27.6,29.6,42.8,40.3,2.5,Ot-Bom,,,,,Sensus,,CNT PDF Report,
15-16.ago.02,16,aug,2002,Brazil,Cardoso,27,32,42,40,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
30.ago.02,30,aug,2002,Brazil,Cardoso,26,32,42,39,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
9.set.02,9,sep,2002,Brazil,Cardoso,26,34,40,36,4,Ot-Bom,,,,,Datafolha,,Rodrigues,
set.2002,,sep,2002,Brazil,Cardoso,25.2,33.8,41,37.7,3.3,Ot-Bom,,,,,Sensus,,CNT PDF Report,
19-20.set.02,20,sep,2002,Brazil,Cardoso,23,34,43,40,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
26-27.set.02,27,sep,2002,Brazil,Cardoso,23,35,42,39,3,Ot-Bom,,,,,Datafolha,,Datafolha,
11.out.02,11,oct,2002,Brazil,Cardoso,23,32,45,42,3,Ot-Bom,,,,,Datafolha,,Datafolha,
out.2002,,oct,2002,Brazil,Cardoso,24.3,34.4,41.3,38.6,2.7,Ot-Bom,,,,,Sensus,,CNT PDF Report,
18.out.02,18,oct,2002,Brazil,Cardoso,26,32,42,38,4,Ot-Bom,,,,,Datafolha,,Datafolha,
9-11.dez.02,11,dec,2002,Brazil,Cardoso,26,36,38,36,2,Ot-Bom,,,,,Datafolha,,Datafolha,
19-23.jan.03,23,jan,2003,Brazil,Lula,56.6,2.3,41.3,17.7,23.6,Ot-Bom,,,,,Sensus,,Rodrigues,
8.mar.03,8,mar,2003,Brazil,Lula,45,7.9,47.2,32.7,14.5,Ot-Bom,,,,,Sensus,,Rodrigues,
20-23.mar.03,23,mar,2003,Brazil,Lula,51,7,42,36,6,Ot-Bom,,,,,Ibope,,Rodrigues,
31.mar-01.abr.03,1,apr,2003,Brazil,Lula,43,10,47,40,7,Ot-Bom,,,,,Datafolha,,Rodrigues,
17-19.abr.03,19,apr,2003,Brazil,Lula,47.7,9.4,43.1,34.8,8.3,Ot-Bom,,,,,Sensus,,Rodrigues,
28-30.mai.03,30,may,2003,Brazil,Lula,51.6,7.2,41.3,35.7,5.6,Ot-Bom,,,,,Sensus,,Rodrigues,
19-20.jun.03,20,jun,2003,Brazil,Lula,43,11,46,38,8,Ot-Bom,,,,,Ibope,,Rodrigues,
24-25.jun.03,25,jun,2003,Brazil,Lula,42,11,47,43,4,Ot-Bom,,,,,Datafolha,,Rodrigues,
9-11.jul.03,11,jul,2003,Brazil,Lula,46.3,10.3,43.5,38.8,4.7,Ot-Bom,,,,,Sensus,,Rodrigues,
20-22.ago.03,22,aug,2003,Brazil,Lula,45,11,45,42,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
20-22.ago.03,22,aug,2003,Brazil,Lula,48.3,10,41.8,38.6,3.2,Ot-Bom,,,,,Sensus,,Rodrigues,
18-22.set.03,22,sep,2003,Brazil,Lula,43,14,44,40,4,Ot-Bom,,,,,Ibope,,Rodrigues,
15-17.out.03,17,oct,2003,Brazil,Lula,41.6,12.3,46.2,42.3,3.9,Ot-Bom,,,,,Sensus,,Rodrigues,
28-29.out.03,29,oct,2003,Brazil,Lula,42,11,47,44,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
2-4.dez.03,4,dec,2003,Brazil,Lula,41,12.9,46.2,41.9,4.3,Ot-Bom,,,,,Sensus,,Rodrigues,
4-8.dez.03,8,dec,2003,Brazil,Lula,41,14,45,43,2,Ot-Bom,,,,,Ibope,,Rodrigues,
8-15.dez.03,15,dec,2003,Brazil,Lula,42,15,43,41,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
4-6.fev.04,6,feb,2004,Brazil,Lula,39.9,15.1,45.1,40.6,4.5,Ot-Bom,,,,,Sensus,,Rodrigues,
01.mar.04,1,mar,2004,Brazil,Lula,38,17,45,43,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
20-25.mar.04,25,mar,2004,Brazil,Lula,34,23,43,41,2,Ot-Bom,,,,,Ibope,,Rodrigues,
24-26.mar.04,26,mar,2004,Brazil,Lula,34.6,19.4,46,42.7,3.3,Ot-Bom,,,,,Sensus,,Rodrigues,
7-9.mai.04,9,may,2004,Brazil,Lula,34.6,20,45.6,43.5,2.1,Ot-Bom,,,,,Sensus,,Rodrigues,
15-17.jun.04,17,jun,2004,Brazil,Lula,29.4,24.1,46.6,44.2,2.4,Ot-Bom,,,,,Sensus,,Rodrigues,
17-21.jun.04,21,jun,2004,Brazil,Lula,29,26,44,42,2,Ot-Bom,,,,,Ibope,,Rodrigues,
3-5.ago.04,5,aug,2004,Brazil,Lula,38.2,17.7,44.3,40.8,3.5,Ot-Bom,,,,,Sensus,,Rodrigues,
17-19.ago.04,19,aug,2004,Brazil,Lula,35,17,48,45,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
21-23.set.04,23,sep,2004,Brazil,Lula,41.3,16.4,42.5,39.1,3.4,Ot-Bom,,,,,Sensus,,Rodrigues,
24-29.nov.04,29,nov,2004,Brazil,Lula,41,16,43,41,2,Ot-Bom,,,,,Ibope,,Rodrigues,
7-9.dez.04,9,dec,2004,Brazil,Lula,44.5,14.4,41.3,38.2,3.1,Ot-Bom,,,,,Sensus,,Rodrigues,
14-17.dez.04,17,dec,2004,Brazil,Lula,45,13,41,40,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
15-17.fev.05,17,feb,2005,Brazil,Lula,42.6,13.9,43.7,39.9,3.8,Ot-Bom,,,,,Sensus,,Rodrigues,
10-14.mar.05,14,mar,2005,Brazil,Lula,39,17,44,41,3,Ot-Bom,,,,,Ibope,,Rodrigues,
12-14.abr.05,14,apr,2005,Brazil,Lula,41.9,16,42.3,39.8,2.5,Ot-Bom,,,,,Sensus,,Rodrigues,
24-27.mai.05,27,may,2005,Brazil,Lula,39.8,18.8,41.6,38.3,3.3,Ot-Bom,,,,,Sensus,,Rodrigues,
31.mai-1.jun.05,1,jun,2005,Brazil,Lula,35,18,46,45,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
2-6.jun.05,6,jun,2005,Brazil,Lula,37,21,42,40,2,Ot-Bom,,,,,Ibope,,Rodrigues,
9-13.jun.05,13,jun,2005,Brazil,Lula,35,22,43,41,2,Ot-Bom,,,,,Ibope,,Rodrigues,
16.jun.05,16,jun,2005,Brazil,Lula,36,19,45,44,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
5-7.jul.05,7,jul,2005,Brazil,Lula,40.3,20,39.9,37.1,2.8,Ot-Bom,,,,,Sensus,,Rodrigues,
14-18.jul.05,18,jul,2005,Brazil,Lula,36,24,41,40,1,Ot-Bom,,,,,Ibope,,Rodrigues,
21.jul.05,21,jul,2005,Brazil,Lula,35,23,41,40,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
10.ago.05,10,aug,2005,Brazil,Lula,31,26,42,41,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
13-17.ago.05,17,aug,2005,Brazil,Lula,29,31,40,38,2,Ot-Bom,,,,,Ibope,,Rodrigues,
18-22.ago.05,22,aug,2005,Brazil,Lula,29,31,40,38,2,Ot-Bom,,,,,Ibope,,Rodrigues,
6-8.set.05,8,sep,2005,Brazil,Lula,35.8,24,40.4,38.2,2.2,Ot-Bom,,,,,Sensus,,Rodrigues,
8-12.set.05,12,sep,2005,Brazil,Lula,29,32,38,36,2,Ot-Bom,,,,,Ibope,,Rodrigues,
11-13.out.05,13,oct,2005,Brazil,Lula,30,28,42,41,1,Ot-Bom,,,,,Ibope,,Rodrigues,
20-21.out.05,21,oct,2005,Brazil,Lula,28,28,44,42,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
14-17.nov.05,17,nov,2005,Brazil,Lula,31.1,29,39.9,37.6,2.3,Ot-Bom,,,,,Sensus,,Rodrigues,
3-7.dez.05,7,dec,2005,Brazil,Lula,29,32,39,37,2,Ot-Bom,,,,,Ibope,,Rodrigues,
13-14.dez.05,14,dec,2005,Brazil,Lula,28,29,42,41,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
12-16.jan.06,16,jan,2006,Brazil,Lula,33,27,40,39,1,Ot-Bom,,,,,Ibope,,Rodrigues,
1-2.fev.06,2,feb,2006,Brazil,Lula,36,23,40,39,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
6-9.fev.06,9,feb,2006,Brazil,Lula,37.5,21.4,41.2,40,1.2,Ot-Bom,,,,,Sensus,,Rodrigues,
20-21.fev.06,21,feb,2006,Brazil,Lula,37,22,40,39,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
8-11.mar.06,11,mar,2006,Brazil,Lula,38,22,40,39,1,Ot-Bom,,,,,Ibope,,Rodrigues,
16-17.mar.06,17,mar,2006,Brazil,Lula,38,23,39,38,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
3-6.abr.06,6,apr,2006,Brazil,Lula,37.6,24.1,38.5,36.7,1.8,Ot-Bom,,,,,Sensus,,Rodrigues,
06-07.abr.06,7,apr,2006,Brazil,Lula,37,23,39,38,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
18-21.mai.06,21,may,2006,Brazil,Lula,38.3,22.2,39.7,37.5,2.2,Ot-Bom,,,,,Sensus,,Rodrigues,
23-24.mai.06,24,may,2006,Brazil,Lula,39,22,38,37,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
28-30.mai.06,30,may,2006,Brazil,Lula,38,19,42,41,1,Ot-Bom,,,,,Ibope,,Rodrigues,
5-7.jun.06,7,jun,2006,Brazil,Lula,44,19,37,36,1,Ot-Bom,,,,,Ibope,,Rodrigues,
4-6.jul.06,6,jul,2006,Brazil,Lula,41,19.3,39.8,38.5,1.3,Ot-Bom,,,,,Sensus,,Rodrigues,
17-18.jul.06,18,jul,2006,Brazil,Lula,38,21,41,40,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
22-24.jul.06,24,jul,2006,Brazil,Lula,39,23,37,36,1,Ot-Bom,,,,,Ibope,,Rodrigues,
29-31.jul.06,31,jul,2006,Brazil,Lula,40,19,41,40,1,Ot-Bom,,,,,Ibope,,Rodrigues,
1-4.ago.06,4,aug,2006,Brazil,Lula,43.6,15.6,40.9,39.5,1.4,Ot-Bom,,,,,Sensus,,Rodrigues,
07-08.ago.06,8,aug,2006,Brazil,Lula,45,18,37,36,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
7-9.ago.06,9,aug,2006,Brazil,Lula,41,22,36,35,1,Ot-Bom,,,,,Ibope,,Rodrigues,
15-17.ago.06,17,aug,2006,Brazil,Lula,41,21,39,37,2,Ot-Bom,,,,,Ibope,,Rodrigues,
21-22.ago.06,22,aug,2006,Brazil,Lula,52,16,32,31,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
23-25.ago.06,25,aug,2006,Brazil,Lula,44,17,40,38,2,Ot-Bom,,,,,Ibope,,Rodrigues,
29.ago.06,29,aug,2006,Brazil,Lula,48,16,37,36,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
29-31.ago.06,31,aug,2006,Brazil,Lula,43,18,39,38,1,Ot-Bom,,,,,Ibope,,Rodrigues,
04-05.set.06,5,sep,2006,Brazil,Lula,48,18,34,33,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
5-7.set.06,7,sep,2006,Brazil,Lula,46,19,36,35,1,Ot-Bom,,,,,Ibope,,Rodrigues,
9-11.set.06,11,sep,2006,Brazil,Lula,49,16,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
11-12.set.06,12,sep,2006,Brazil,Lula,46,18,36,35,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
18-19.set.06,19,sep,2006,Brazil,Lula,48,18,35,34,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
18-20.set.06,20,sep,2006,Brazil,Lula,43,19,38,37,1,Ot-Bom,,,,,Ibope,,Rodrigues,
22.set.06,22,sep,2006,Brazil,Lula,46,18,35,34,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
20-22.set.06,22,sep,2006,Brazil,Lula,43,20,37,36,1,Ot-Bom,,,,,Ibope,,Rodrigues,
24-26.set.06,26,sep,2006,Brazil,Lula,44,21,36,35,1,Ot-Bom,,,,,Ibope,,Rodrigues,
27.set.06,27,sep,2006,Brazil,Lula,47,17,35,34,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
6.out.06,6,oct,2006,Brazil,Lula,49,17,34,33,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
10.out.06,10,oct,2006,Brazil,Lula,49,17,34,33,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
10-11.out.06,11,oct,2006,Brazil,Lula,45,20,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
16-17.out.06,17,oct,2006,Brazil,Lula,51,15,34,33,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
18-19.out.06,19,oct,2006,Brazil,Lula,50,15,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
23-24.out.06,24,oct,2006,Brazil,Lula,53,15,32,31,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
24-25.out.06,25,oct,2006,Brazil,Lula,51,15,33,32,1,Ot-Bom,,,,,Ibope,,Rodrigues,
7-10.dez.06,10,dec,2006,Brazil,Lula,57,13,30,28,2,Ot-Bom,,,,,Ibope,,Rodrigues,
13.dez.06,13,dec,2006,Brazil,Lula,52,14,35,34,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
19-20.mar.07,20,mar,2007,Brazil,Lula,48,14,38,37,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
28.mar-2.abr.07,2,apr,2007,Brazil,Lula,49,16,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
2-6.abr.07,6,apr,2007,Brazil,Lula,49.5,14.6,36.1,34.3,1.8,Ot-Bom,,,,,Sensus,,Rodrigues,
18-22.jun.07,22,jun,2007,Brazil,Lula,47.5,14,38.5,36.5,2,Ot-Bom,,,,,Sensus,,Rodrigues,
28.jun-1.jul.07,1,jul,2007,Brazil,Lula,50,16,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
01-02.ago.07,2,aug,2007,Brazil,Lula,48,15,37,36,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
13.set-18.set.07,18,sep,2007,Brazil,Lula,48,18,33,32,1,Ot-Bom,,,,,Ibope,,Rodrigues,
out.2007,,oct,2007,Brazil,Lula,46.5,16.5,37,35.9,1.1,Ot-Bom,,,,,Sensus,,CNT Website,
30.nov-5.dez.07,5,dec,2007,Brazil,Lula,51,17,41,31,10,Ot-Bom,,,,,Ibope,,Rodrigues,
11-16.fev.08,16,feb,2008,Brazil,Lula,52.7,13.7,33.8,32.5,1.3,Ot-Bom,,,,,Sensus,,Rodrigues,
19.mar-23.mar.08,23,mar,2008,Brazil,Lula,58,11,31,30,1,Ot-Bom,,,,,Ibope,,Rodrigues,
25-27.mar.08,27,mar,2008,Brazil,Lula,55,11,34,33,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
21-25.abr.08,25,apr,2008,Brazil,Lula,57.5,11.3,31.4,29.6,1.8,Ot-Bom,,,,,Sensus,,Rodrigues,
20.jun-23.jun.08,23,jun,2008,Brazil,Lula,58,12,30,29,1,Ot-Bom,,,,,Ibope,,Rodrigues,
08-11.set.08,11,sep,2008,Brazil,Lula,64,8,29,28,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
15-19.set.08,19,sep,2008,Brazil,Lula,68.8,6.8,24.4,23.2,1.2,Ot-Bom,,,,,Sensus,,Rodrigues,
19.set-22.set.08,22,sep,2008,Brazil,Lula,69,8,24,23,1,Ot-Bom,,,,,Ibope,,Rodrigues,
25-28.nov.08,28,nov,2008,Brazil,Lula,70,7,23,23,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
05.dez-08.dez.08,8,dec,2008,Brazil,Lula,73,6,20,20,0,Ot-Bom,,,,,Ibope,,Rodrigues,
08-12.dez.08,12,dec,2008,Brazil,Lula,71.1,6.4,22.6,21.6,1,Ot-Bom,,,,,Sensus,,Rodrigues,
26-30.jan.09,30,jan,2009,Brazil,Lula,72.5,5,22.5,21.7,0.8,Ot-Bom,,,,,Sensus,,Rodrigues,
11.mar-15.mar.09,15,mar,2009,Brazil,Lula,64,10,26,25,1,Ot-Bom,,,,,Ibope,,Rodrigues,
16-19.mar.2009,19,mar,2009,Brazil,Lula,65,8,27,27,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
27-29.mar.09,29,mar,2009,Brazil,Lula,62.4,7.6,30.1,29.1,1,Ot-Bom,,,,,Sensus,,Rodrigues,
26-28.mai.2009,28,may,2009,Brazil,Lula,69,6,25,24,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
25-29.mai.09,29,may,2009,Brazil,Lula,68.8,5.8,24.5,23.9,0.6,Ot-Bom,,,,,Sensus,,Rodrigues,
29.mai-01.jun.09,1,jun,2009,Brazil,Lula,68,8,24,24,0,Ot-Bom,,,,,Ibope,,Rodrigues,
11-13.ago.2009,13,aug,2009,Brazil,Lula,67,8,26,25,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
31.ago-04.set.09,4,sep,2009,Brazil,Lula,66.4,7.2,27.6,26.6,1,Ot-Bom,,,,,Sensus,,Rodrigues,
11-14.set.2009,14,sep,2009,Brazil,Lula,69,9,22,22,0,Ot-Bom,,,,,Ibope,,Rodrigues,
16-20.nov.2009,20,nov,2009,Brazil,Lula,70,6.2,23.9,22.7,1.2,Ot-Bom,,,,,Sensus,,Rodrigues,
26-30.nov.2009,30,nov,2009,Brazil,Lula,72,6,21,21,0,Ot-Bom,,,,,Ibope,,Rodrigues,
14-18.dez.2009,18,dec,2009,Brazil,Lula,72,6,22,21,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
25-29.jan.2010,29,jan,2010,Brazil,Lula,71.5,5.8,22.9,22,0.9,Ot-Bom,,,,,Sensus,,Rodrigues,
24-25.fev.2010,25,feb,2010,Brazil,Lula,73,5,21,20,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
6-10.mar.2010,10,mar,2010,Brazil,Lula,75,5,20,19,1,Ot-Bom,,,,,Ibope,,Rodrigues,
25-26.mar.2010,26,mar,2010,Brazil,Lula,76,4,21,20,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
5-9.abr.2010,9,apr,2010,Brazil,Lula,72.8,5.9,21.4,20.2,1.2,Ot-Bom,,,,,Sensus,,Rodrigues,
15-16.abr.2010,16,apr,2010,Brazil,Lula,73,5,23,22,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
13-18.abr.2010,18,apr,2010,Brazil,Lula,76,5,18,18,0,Ot-Bom,,,,,Ibope,,Rodrigues,
10-14.mai.2010,14,may,2010,Brazil,Lula,76.1,4.4,19.6,19.2,0.4,Ot-Bom,,,,,Sensus,,Rodrigues,
20-21.mai.2010,21,may,2010,Brazil,Lula,76,5,20,19,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
31.mai-3.jun.2010,3,jun,2010,Brazil,Lula,76,5,21,20,1,Ot-Bom,,,,,Ibope,,Rodrigues,
19-21.jun.2010,21,jun,2010,Brazil,Lula,75,3,20,20,0,Ot-Bom,,,,,Ibope,,Rodrigues,
27-30.jun.2010,30,jun,2010,Brazil,Lula,76,4,20,19,1,Ot-Bom,,,,,Ibope,,Rodrigues,
20-23.jul.2010,23,jul,2010,Brazil,Lula,77,4,20,19,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
26-29.jul.2010,29,jul,2010,Brazil,Lula,77,4,19,18,1,Ot-Bom,,,,,Ibope,,Rodrigues,
31.jul-2.ago.2010,2,aug,2010,Brazil,Lula,77.5,4.6,18,15.4,2.6,Ot-Bom,,,,,Sensus,,Rodrigues,
9-12.ago.2010,12,aug,2010,Brazil,Lula,77,4,18,18,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
12-15.ago.2010,15,aug,2010,Brazil,Lula,78,4,18,18,0,Ot-Bom,,,,,Ibope,,Rodrigues,
23-24.ago.2010,24,aug,2010,Brazil,Lula,79,4,17,17,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
24-26.ago.2010,26,aug,2010,Brazil,Lula,78,4,17,17,0,Ot-Bom,,,,,Ibope,,Rodrigues,
31.ago-2.set.2010,2,sep,2010,Brazil,Lula,77,4,19,18,1,Ot-Bom,,,,,Ibope,,Rodrigues,
10-12.set.2010,12,sep,2010,Brazil,Lula,78.3,3.9,17.7,15.9,1.8,Ot-Bom,,,,,Sensus,,Rodrigues,
13-15.set.2010,15,sep,2010,Brazil,Lula,78,4,19,18,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
14-16.set.2010,16,sep,2010,Brazil,Lula,79,4,17,16,1,Ot-Bom,,,,,Ibope,,Rodrigues,
21-22.set.2010,22,sep,2010,Brazil,Lula,78,4,17,17,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
21-23.set.2010,23,sep,2010,Brazil,Lula,80,4,16,15,1,Ot-Bom,,,,,Ibope,,Rodrigues,
25-27.set.2010,27,sep,2010,Brazil,Lula,77,4,18,18,0,Ot-Bom,,,,,Ibope,,Rodrigues,
