"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","P3","P4","P5","P6","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P8_6","P8_7","P8_8","P8_9","P8_10","P8_11","P8_99","P9","P10_1","P10_2","P10_3","P10_4","P10_5","P10_6","P10_7","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12A","P13_1","P13_2","P13_3","P13_4","P13_5","P13_6","P13_7","P14","P15","P16","P17_1","P17_2","P17_3","P17_4","P17_5","P17_6","P17_7","P17_8","P18","P19","P20","P21","P22","P23_1","P23_2","P23_3","P23_4","P23_5","P24","P25_1","P25_2","P25_3","P25_4","P25_5","P25_6","P25_7","P25_8","P26_1","P26_2","P26_3","P26_4","P26_5","P26_6","P27","P28","P29","P30","P31_1","P31_2","P31_3","P31_4","P31_5","P31_6","P31_7","P31_8","P31_9","P31_10","P31_11","P31_12","P31_13","P32_1","P32_2","P32_3","P32_4","P32_5","P32_6","P33","P34_1","P34_2","P34_3","P34_4","P35","P36","P37","P38","P39_1","P39_2","P39_3","P39_4","P39_5","P40_1","P40_2","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion","evaluation","approval"
"713",28859817,"SP","SaO BERNARDO DO CAMPO","Southeast","Metropolitan region","Men",45,"45-59 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Mildly interested","Once a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Ease of access","Youtube","Facebook","Instagram","TikTok",NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Does not use","Does not use","Great deal","Great deal","Does not use","Does not use","Does not use","Indifferent","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, a great deal","No","Never","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Unsure","Unsure","Minor","Not impacted at all","Major","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Major","Government, politicians, or political parties in my country","Yes, always","No","Never",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,"Academia/Scientists",NA,NA,"Church",NA,NA,NA,NA,"No","No","No","No","No","No","It did not change","Disagree","Agree","Disagree","Disagree","Church","No change at all","Don't trust","Either one of the above","Slightly worried","Slightly worried","Very worried","Very worried","Slightly worried","Confidence in the independence and reliability of the electoral justice","None of the above","No education","Pardo (brown)","Catholic","Between R$ 600,01 and R$ 1.200,00","D","40-49 age","No education","Up to 1 MW","D/E","Catholic","Bad/Terrible","Disapproves"
"714",28858867,"SP","MAIRIPORa","Southeast","Metropolitan region","Men",50,"45-59 age","Unsure","Neither approves nor disapproves","Fair amount","I never had a political orientation","Mildly interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television","Alternative news services",NA,NA,NA,NA,NA,"Convenience","Youtube","Twiter","Instagram","Facebook","TikTok","WhatsApp",NA,"Online version",NA,"TV (paid or free)/ Streaming",NA,"YouTube channel",NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Comments",NA,NA,NA,NA,NA,NA,NA,"None of the above","Not at all","Unsure","Often","No",NA,"No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","Yes, but not very much","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","People in general","Never","Yes","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","No","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","Academia/Scientists","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Unsure","Not worried","Confidence in the independence and reliability of the electoral justice","None of the above","High School","Pardo (brown)","Catholic","Between R$ 7.200,01 and R$ 12.000,00","B1","50 or more","High School","More than 6 MWs","A/B","Catholic","Unsure","Neither approves nor disapproves"
"715",28858921,"SP","IPERo","Southeast","Countryside","Men",45,"45-59 age","Good","Approves","Fair amount","Right/Center-Right","Mildly interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television","Alternative news services",NA,NA,NA,NA,NA,"Trusted content","Youtube","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,"News site/news agency","YouTube channel",NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","No trust at all","Unsure","Unsure","Does not use","Not very much","Does not use","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Comments",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, a fair amount","No","Never","Yes","I sent a message warning that the information was not true along with the correct information","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","Not much responsibility","Not much responsibility","Yes, a great deal","Minor","Unsure","Minor","Major","Minor","Minor","Unsure","Minor","Moderate","Moderate","Minor","Moderate","Unsure","Moderate","Friends and family","Never","No","Yes, occasionally",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,NA,"Unsure","Yes","Unsure","Unsure","Unsure","Yes","Unsure","Agree","Agree","Agree","Agree","Doctors and Healthcare professionals","Increased a great deal","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing my vote was counted","Guaranteeing that there is no external interference (from other countries)","Elementary School","Pardo (brown)","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","40-49 age","Elementary School","Up to 1 MW","D/E","Evangelicals","Excellent/Good","Approves"
"716",28846717,"SC","PALHOcA","South","Metropolitan region","Men",49,"45-59 age","Regular","Approves","Fair amount","Right/Center-Right","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Ease of access","WhatsApp","Instagram","Facebook","TikTok","Youtube",NA,NA,"Online version",NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook","SmartTV",NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","No trust at all","No trust at all","Not very much","Indifferent","News from sources with different points of view","Ignores",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Major","Minor","Minor","Minor","Major","Major","Moderate","Major","Moderate","Moderate","Major","Government, politicians, or political parties in my country","Never","No","Never",NA,"Judiciary",NA,NA,NA,NA,NA,NA,"Church",NA,"Bar Association - OAB",NA,NA,"Yes","No","Yes","No","No","Yes","It did not change","Disagree","Disagree","Disagree","Disagree","Academia/Scientists","Increased a fair amount","Great deal","Electronic ballot","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Agility/speed in counting votes","Convenience/ease of voting","High School","White","Catholic","Between R$ 7.200,01 and R$ 12.000,00","B1","40-49 age","High School","More than 6 MWs","A/B","Catholic","Regular","Approves"
"717",28846735,"SC","RIO DO SUL","South","Countryside","Men",50,"45-59 age","Regular","Approves","Fair amount","Right/Center-Right","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Convenience","WhatsApp","Facebook","Instagram","TikTok","Youtube",NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook","SmartTV",NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Ignores",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Major","Minor","Minor","Minor","Moderate","Major","Major","Major","Moderate","Moderate","Major","People in general","Never","No","Never",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"Yes","No","Yes","No","No","Yes","It did not change","Disagree","Disagree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a fair amount","Don't trust","Electronic ballot","Slightly worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Agility/speed in counting votes","Convenience/ease of voting","High School","White","Catholic","Between R$ 7.200,01 and R$ 12.000,00","B1","50 or more","High School","More than 6 MWs","A/B","Catholic","Regular","Approves"
"718",28846738,"SC","LONTRAS","South","Countryside","Men",45,"45-59 age","Terrible","Strongly disapproves","None at all","I no longer have a defined political orientation","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","WhatsApp","Instagram","Facebook","TikTok",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,"YouTube channel",NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","No","Major","Major","Major","Major","Minor","Minor","Minor","Major","Major","Major","Major","Moderate","Moderate","Major","People in general","Yes, always","No","Never",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,"Bar Association - OAB",NA,NA,"Yes","No","Yes","No","No","Yes","It did not change","Disagree","Disagree","Disagree","Disagree","Academia/Scientists","Increased a fair amount","Great deal","Electronic ballot","Very worried","Very worried","Very worried","Very worried","Very worried","Agility/speed in counting votes","Convenience/ease of voting","High School","Pardo (brown)","Catholic","Between R$ 7.200,01 and R$ 12.000,00","B1","40-49 age","High School","More than 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"719",28859961,"GO","URUAcU","Center-West","Countryside","Men",47,"45-59 age","Terrible","Disapproves","Unsure","Center","Quite interested","Extremely interested","More than once a day",NA,NA,NA,NA,"Radio","Television",NA,NA,NA,NA,NA,NA,"Trusted content","Facebook","WhatsApp","Youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","Tablet",NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Not very much","Not very much","Not very much","No trust at all","No trust at all","Unsure","Unsure","Unsure",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, a fair amount","Yes","Hardly ever","No",NA,"No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","Unsure","Moderate","Minor","Moderate","Minor","Minor","Minor","Minor","Minor","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","People in general","Never","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,NA,NA,NA,"Yes","No","Yes","No","Yes","Yes","Yes, for worse","Unsure","Unsure","Unsure","Unsure","Friends and family","No change at all","Not very much","Printed vote (from the electronic ballot)","Slightly worried","Slightly worried","Very worried","Slightly worried","Slightly worried","Convenience/ease of voting","Agility/speed in counting votes","Elementary School","White","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","40-49 age","Elementary School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"720",28856910,"MS","PONTA PORa","Center-West","Countryside","Men",47,"45-59 age","Excellent","Strongly approves","Great deal","Right/Center-Right","Extremely interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Ease of access","Facebook","Instagram","WhatsApp","Youtube",NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","No trust at all","No trust at all","No trust at all","No trust at all","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Ignores","I react to journalistic news (eg like, hate, favorite, etc.)","I comment on journalistic news on social media or website",NA,"I share journalistic news with people I know",NA,NA,NA,NA,"Not at all","No","Often","Yes","I just sent a message warning that the information was not true","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","Yes, a great deal","Major","Major","Major","Major","Major","Major","Major","Moderate","Minor","Minor","Minor","Minor","Major","Major","Journalists or the press","Yes, occasionally","No","Yes, occasionally","Government",NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Agree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Slightly worried","Very worried","Guaranteeing my vote was counted","Guaranteeing that there is no internal interference (inside Brazil)","High School","White","Protestant / Evangelical","Between R$ 7.200,01 and R$ 12.000,00","B1","40-49 age","High School","More than 6 MWs","A/B","Evangelicals","Excellent/Good","Approves"
"721",28859883,"MS","TReS LAGOAS","Center-West","Countryside","Men",46,"45-59 age","Good","Strongly approves","Great deal","Right/Center-Right","Mildly interested","Minimally interested","Less than once a week",NA,NA,NA,NA,"Radio","Television",NA,NA,NA,NA,NA,NA,"Convenience","Facebook","Youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Great deal","Not very much","No trust at all","No trust at all","No trust at all","Indifferent","News from sources with different points of view","Ignores",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","Unsure",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Minor","Moderate","Moderate","Moderate","Moderate","Minor","Moderate","Major","Major","Major","Minor","Minor","Major","People in general","Yes, occasionally","No","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,"NGOs",NA,"Yes","No","No","No","Yes","Yes","It did not change","Agree","Disagree","Disagree","Disagree","Doctors and Healthcare professionals","Unsure","Don't trust","Printed vote (from the electronic ballot)","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Guaranteeing that there is no internal interference (inside Brazil)","Agility/speed in counting votes","Elementary School","Pardo (brown)","Catholic","Between R$ 600,01 and R$ 1.200,00","D","40-49 age","Elementary School","Up to 1 MW","D/E","Catholic","Excellent/Good","Approves"
"722",28858370,"AP","AMAPa","North","Countryside","Men",54,"45-59 age","Good","Approves","Fair amount","I never had a political orientation","Minimally interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Ease of access","Facebook",NA,NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"SmartTV","Celular",NA,NA,NA,NA,NA,"Celular","Not very much","Does not use","Does not use","Not very much","Not very much","Does not use","Does not use","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Hardly ever","Yes","I didn't send a warning, but I also didn't share the same information anymore","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Not much responsibility","Yes, a great deal","Major","Major","Unsure","Major","Not impacted at all","Major","Major","Major","Major","Major","Major","Major","Unsure","Major","Government, politicians, or political parties in my country","Never","No","Yes, occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGOs",NA,"Yes","Yes","Yes","Unsure","Unsure","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","No change at all","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","None of the above",NA,"No education","White","Catholic","More than R$ 12.000,00","A","50 or more","No education","More than 6 MWs","A/B","Catholic","Excellent/Good","Approves"
"723",28858306,"PA","SANTAReM NOVO","North","Countryside","Men",45,"45-59 age","Regular","Disapproves","Not very much","I no longer have a defined political orientation","Mildly interested","Quite interested","More than once a day",NA,"Online newspaper",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,"Trusted content","Twiter",NA,NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Great deal","Does not use","Great deal","Great deal","Great deal","Does not use","Not very much","It depends on the content of the news videos and texts","News from sources who share your point of view","Ignores","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","Yes","I just sent a message warning that the information was not true","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Major","Major","Moderate","Moderate","Moderate","Major","Moderate","Moderate","Government, politicians, or political parties in my country","Yes, always","Yes","Yes, occasionally",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press","Bar Association - OAB",NA,NA,"No","No","No","Yes","No","Yes","Yes, for better","Disagree","Disagree","Disagree","Disagree","Press","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Slightly worried","Not worried","Agility/speed in counting votes","Confidence in the independence and reliability of the electoral justice","No education","White","Protestant / Evangelical","Unsure","DN/DA","40-49 age","No education","Did not answer","DN/DA","Evangelicals","Regular","Disapproves"
"724",28858010,"TO","PALMAS","North","Capital","Men",56,"45-59 age","Terrible","Strongly disapproves","None at all","Center","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,"Television","Alternative news services",NA,NA,NA,NA,NA,"Trusted content","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","No trust at all","No trust at all","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Often","Yes","I sent a message warning that the information was not true along with the correct information","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Major","Major","Minor","Major","Major","Major","Major","Moderate","Major","Major","Major","Major","People in general","Yes, always","Yes","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Not worried","Very worried","Slightly worried","Slightly worried","Not worried","Agility/speed in counting votes","Confidence in the independence and reliability of the electoral justice","Higher Education","Pardo (brown)","Catholic","More than R$ 12.000,00","A","50 or more","Higher Education","More than 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"725",28822178,"BA","SALVADOR","Northeast","Capital","Men",49,"45-59 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Extremely interested","Quite interested","More than once a day",NA,"Online newspaper",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,"Trusted content","Twiter","WhatsApp",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Great deal","Does not use","Great deal","Great deal","Great deal","Does not use","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","Yes","I just sent a message warning that the information was not true","A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Major","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, occasionally","Yes","Yes, occasionally",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press","Bar Association - OAB",NA,NA,"No","No","No","Yes","No","Yes","Yes, for better","Disagree","Disagree","Disagree","Disagree","Press","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Slightly worried","Not worried","Agility/speed in counting votes","Confidence in the independence and reliability of the electoral justice","Higher Education","White","Catholic","More than R$ 12.000,00","A","40-49 age","Higher Education","More than 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"726",28846722,"BA","PORTO SEGURO","Northeast","Countryside","Men",52,"45-59 age","Regular","Disapproves","Not very much","I never had a political orientation","Not interested","Mildly interested","a few times a week",NA,NA,NA,"Online magazines",NA,"Television",NA,NA,NA,NA,NA,NA,"Ease of access","WhatsApp","Facebook","Instagram",NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,"Audio Channel/Podcast",NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Great deal","Not very much","Not very much","No trust at all","Not very much","Shorter and concise news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Ignores",NA,NA,NA,NA,NA,NA,NA,"None of the above","Not at all","Yes","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Major","Minor","Moderate","Minor","Major","Major","Major","Moderate","Moderate","Moderate","Unsure","Unsure","Major","I am not worried about it","Never","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"No","No","No","No","No","Yes","It did not change","Disagree","Agree","Agree","Disagree","Academia/Scientists","Increased a great deal","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Slightly worried","Convenience/ease of voting","None of the above","Higher Education","White","Protestant / Evangelical","More than R$ 12.000,00","A","50 or more","Higher Education","More than 6 MWs","A/B","Evangelicals","Regular","Disapproves"
"727",28858696,"BA","SALVADOR","Northeast","Capital","Men",49,"45-59 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Extremely interested","Mildly interested","Unsure","Printed newspaper",NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Convenience","Facebook","WhatsApp",NA,NA,NA,NA,NA,NA,"Printed version","TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","Does not use","Does not use","Great deal","No trust at all","No trust at all","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Not at all","Yes","Sometimes","Yes","I kept sharing the information","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Unsure","Unsure","Moderate","Unsure","Moderate","Unsure","Moderate","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Never","No","Yes, occasionally",NA,NA,NA,"Armed Forces (Military, Navy, Air force)","Police","Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","It did not change","Disagree","Unsure","Disagree","Disagree","Press","Unsure","Don't trust","Printed vote (from the electronic ballot)","Not worried","Unsure","Unsure","Not worried","Slightly worried","Agility/speed in counting votes","Confidence in the independence and reliability of the electoral justice","Higher Education","White","Catholic","More than R$ 12.000,00","A","40-49 age","Higher Education","More than 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"728",28859202,"BA","SALVADOR","Northeast","Capital","Men",49,"45-59 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Extremely interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Ease of access","WhatsApp","Facebook",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Great deal","Great deal","Not very much","Great deal","Not very much","Does not use","No trust at all","It depends on the content of the news videos and texts","News from sources with different points of view","Ignores",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","Yes","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Moderate","Moderate","Not impacted at all","Minor","Minor","Moderate","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, rarely","Unsure","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","Press","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Confidence in the independence and reliability of the electoral justice","None of the above","Higher Education","White","Catholic","More than R$ 12.000,00","A","40-49 age","Higher Education","More than 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"729",28859638,"MA","RAPOSA","Northeast","Metropolitan region","Men",51,"45-59 age","Regular","Neither approves nor disapproves","Not very much","I never had a political orientation","Mildly interested","Unsure","Unsure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","None at all","WhatsApp","Facebook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular",NA,NA,NA,NA,NA,NA,"Celular","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Longer and in-depth news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","Unsure","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Major","Major","Major","Major","Moderate","Major","Government, politicians, or political parties in my country","Yes, occasionally","Never heard of fact-checking agencies","Unsure",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,NA,NA,NA,"No","No","No","No","No","No","Unsure","Disagree","Disagree","Disagree","Disagree","Church","Decreased a great deal","Don't trust","Either one of the above","Not worried","Not worried","Not worried","Not worried","Not worried","Unsure",NA,"High School","Pardo (brown)","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","50 or more","High School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves"
